	target_id	transcript_version	ens_gene	ext_gene_x	description	transcript_biotype	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	GeneID	Uniprot	Synonyms	Target	PTM	Fluor	Species	Clone	Isotype	Reactivity	Vendor	Cat No	Channel	Expected	Hs_confidence	Hs_signoff	Mm_confidence	Mm_signoff	JRL_bio	SM_notes	SS_list	dil	expt_TON	sample_TON	cyc_TON	ch_TON	dil_TON	eval_TON	TMA_expt	TMA_sample	TMA_cyc	TMA_ch	Unnamed: 32	eval_TMA	other	sample	ch	cycle	note	ext_gene_y
0	ENST00000352580	7.0	ENSG00000153563	CD8A	CD8a molecule [Source:HGNC Symbol;Acc:HGNC:1706]	protein_coding	4.3189807124764795e-09	4.37757882725331e-05	3.2910343165039904	0.560511017987996	4.44282699701662	3.6958214699684704	0.24304537969303303	1.79159622863496	0.5597172541813621	1.79159622863496	CD8A	P01732		CD8A	none	eFluor 660	mouse	AMC908	IgG2a		Invitrogen	50-0008-82	647/Cy5		Level 3							x	CAJ_AbVal4	TON1	6.0	4.0			CAJ_TMA2_4	TMA2	5.0	4.0								CD8A
1	ENST00000352580	7.0	ENSG00000153563	CD8A	CD8a molecule [Source:HGNC Symbol;Acc:HGNC:1706]	protein_coding	4.3189807124764795e-09	4.37757882725331e-05	3.2910343165039904	0.560511017987996	4.44282699701662	3.6958214699684704	0.24304537969303303	1.79159622863496	0.5597172541813621	1.79159622863496	CD8A	P01732		CD8A	none	Alexa Fluor 488	mouse	AMC908	IgG2a		eBioscience	53-0008-80	FITC/488	T-cells, innate immune cells	Level 2				Level 2	Level 2	JERRY	x	CAJ_AbVal6	TON2	9.0	2.0			CAJ_TMA8_10	TMA8	8.0	2.0	CD8a	200						CD8A
2	ENST00000352580	7.0	ENSG00000153563	CD8A	CD8a molecule [Source:HGNC Symbol;Acc:HGNC:1706]	protein_coding	4.3189807124764795e-09	4.37757882725331e-05	3.2910343165039904	0.560511017987996	4.44282699701662	3.6958214699684704	0.24304537969303303	1.79159622863496	0.5597172541813621	1.79159622863496	CD8A	P01732		CD8A	none	eFluor 660	mouse	AMC908	IgG2a		eBioscience	50-0008-80	647/Cy5	T-cells, innate immune cells	Level 3	DuZ_ImmuneProfiling; Triplet			Level 2	Level 2	Works	300	CAJ_AbVal4	TON6	6.0	4.0			sme as 50-0008-82						AM_TB	TB_B5;TB_C3_TB_E1				CD8A
3	ENST00000352580	7.0	ENSG00000153563	CD8A	CD8a molecule [Source:HGNC Symbol;Acc:HGNC:1706]	protein_coding	4.3189807124764795e-09	4.37757882725331e-05	3.2910343165039904	0.560511017987996	4.44282699701662	3.6958214699684704	0.24304537969303303	1.79159622863496	0.5597172541813621	1.79159622863496	CD8A	P01732		CD8A	none	none	mouse	C8/144B	IgG1		Dako	M7103	primary, mouse	T-cells, innate immune cells	Level 2				Level 2	Level 2	JERRY		x						x						ZM1_037_Nicole1	LP40	4.0	4.0		CD8A
4	ENST00000297785	7.0	ENSG00000165092	ALDH1A1	aldehyde dehydrogenase 1 family member A1 [Source:HGNC Symbol;Acc:HGNC:402]	protein_coding	1.1770376250885301e-07	0.000447181336255105	1.44526030513032	0.27284371069205304	5.78534021080683	0.800287335271667	0.00757124462551869	0.47454027457125997	0.32053934562479	0.47454027457125997				ALDH1A1	none	Phycoerythrin	rabbit	D9Q8E	IgG	H (no others mentioned)	CST	65583S	PE/555/Cy3	xxx	Level 0				no comment	no comment	Ongoing (breast cancer)		CAJ_AbVal5	TON7	6.0	3.0	ALDHA1	300	CAJ_TMA11_13	TMA13	10.0	3.0	ALDH1A1	300						ALDH1A1
5	ENST00000300692	8.0	ENSG00000167286	CD3D	CD3d molecule [Source:HGNC Symbol;Acc:HGNC:1673]	protein_coding	2.66288147282899e-07	0.0006877614185694929	2.9498505332312996	0.5732465636523979	3.6202327921083497	3.4507169554062402	0.19338406206042602	1.93476739948921	0.74354490721075	1.93476739948921	CD3D	P04234	CD3-delta	CD3D	none	Alexa Fluor 555	rabbit	EP4426	IgG		Abcam	ab208514	PE/555/Cy3	T-cells	Level 3	DuZ_ImmuneProfiling; Triplet			Level 2	Level 2	Works	100	CAJ_AbVal1	TON3	7.0	3.0			CAJ_TMA2_4	TMA2	5.0	3.0			ZM1_051_Nicole3	LP40	9.0	3.0		CD3D
6	ENST00000383671	7.0	ENSG00000181847	TIGIT	T cell immunoreceptor with Ig and ITIM domains [Source:HGNC Symbol;Acc:HGNC:26838]	protein_coding	8.28768266795731e-06	0.00513138116531053	1.90395549767856	0.427124319285459	4.09567344501842	1.72526565701679	0.22826613940371598	0.9532188625490942	0.643206187386392	0.9532188625490942				TIGIT	none	none	rabbit	polyclonal	IgG		Abcam	ab233404	primary, rabbit		in progress							x	CAJ_AbVal11	TON1	3.0	2.0	50		CAJ_TMA11_13	TMA12	3.0	2.0	TIGIT	50						TIGIT
7	ENST00000358127	8.0	ENSG00000196092	PAX5	paired box 5 [Source:HGNC Symbol;Acc:HGNC:8619]	protein_coding	8.9453963472856e-06	0.005250889568867379	2.49580984784392	0.5619660408535029	2.8291473772350697	2.9792529679112705	0.224810438937583	1.82040827657996	0.9503877679040099	1.82040827657996				PAX5	none	Alexa Fluor 647					Santa Cruz Biotechnologies	sc-13146 AF647										x	Z100_BMBX	TON	12.0	4.0														PAX5
8	ENST00000356798	10.0	ENSG00000005844	ITGAL	integrin subunit alpha L [Source:HGNC Symbol;Acc:HGNC:6148]	protein_coding	9.80404909145908e-06	0.00534015887146764	1.44219674593973	0.326181808614837	6.177326240646741	1.00076324146279	0.0429981468815862	0.646033368779817	0.281396013562719	0.646033368779817	ITGAL	P20701	ITGAL; Integrin alpha L; LFA-1	CD11A	none	FITC	mouse	HI111	IgG1		eBioscience	11-0119-41	FITC/488	T, NK, CD33+ myeloid	Level 0				Level 0	Level 0	no comment	x	ZM_AbVal2	TON5	6.0	2.0			x											ITGAL
9	ENST00000356798	10.0	ENSG00000005844	ITGAL	integrin subunit alpha L [Source:HGNC Symbol;Acc:HGNC:6148]	protein_coding	9.80404909145908e-06	0.00534015887146764	1.44219674593973	0.326181808614837	6.177326240646741	1.00076324146279	0.0429981468815862	0.646033368779817	0.281396013562719	0.646033368779817	ITGAL	P20701	ITGAL; Integrin alpha L; LFA-1	CD11A	none	Phycoerythrin	mouse	HI111	IgG1		BioLegend	301207	PE/555/Cy3	T, NK, CD33+ myeloid	Level 1				Level 1	Level 1	no comment	x	ZM_AbVal2	TON8	6.0	3.0			x											ITGAL
10	ENST00000376059	7.0	ENSG00000204472	AIF1	allograft inflammatory factor 1 [Source:HGNC Symbol;Acc:HGNC:352]	protein_coding	1.48682967664315e-05	0.0069639866466067795	1.75283608204887	0.40475308715163105	5.138744245122981	1.5203941972498798	0.117379137669798	0.9435831657584621	0.412586658354285	0.9435831657584621	AIF1	P55008		IBA1	none	FITC	rabbit	polyclonal	IgG		Bioss	AIF1	FITC/488	xxx	Level 1	ZM1_121			no comment	no comment	no comment	150	ZM_AbVal2	TON3	8.0	4.0		HiBG. Correct staining but don't recommend	x											AIF1
11	ENST00000376059	7.0	ENSG00000204472	AIF1	allograft inflammatory factor 1 [Source:HGNC Symbol;Acc:HGNC:352]	protein_coding	1.48682967664315e-05	0.0069639866466067795	1.75283608204887	0.40475308715163105	5.138744245122981	1.5203941972498798	0.117379137669798	0.9435831657584621	0.412586658354285	0.9435831657584621	AIF1	P55008		IBA1	none	Alexa Fluor 488	rabbit	EPR6136(2)	IgG		Abcam	ab195031	FITC/488	xxx	Level 3	DuZ_ImmuneProfiling			no comment	no comment	Works	400	ZM_AbVal2	TON5	5.0	2.0			CAJ_TMA2_4	TMA4	6.0	2.0			ZM1_037_Nicole1	LP40	14.0	2.0		AIF1
